"Six Digit Industries","Year","Capital productivity (2007=100)","Capital productivity (percent change)","Capital (2007=100)","Capital (percent change)","Capital costs (Million $)","Capital costs (percent change)","Capital cost share","Capital cost share (percent change)","Capital intensity (2007=100)","Capital intensity (percent change)","Contribution of capital intensity (2007=100)","Contribution of capital intensity (percent change)","Labor productivity (2007=100)","Labor productivity (percent change)","Hours worked (2007=100)","Hours worked (percent change)","Labor compensation (Million $)","Labor compensation (percent change)","Labor cost share","Labor cost share (percent change)","Hours worked (millions)","Hours worked (percent change)","Multifactor productivity (2007=100)","Multifactor productivity (percent change)","Combined inputs (2007=100)","Combined inputs (percent change)","Combined inputs costs (Million $)","Combined inputs costs (percent change)","Implicit combined inputs deflator (2007=100)","Implicit combined inputs deflator (percent change)","Intermediate purchases productivity (2007=100)","Intermediate purchases productivity (percent change)","Intermediate purchases (2007=100)","Intermediate purchases (percent change)","Intermediate purchases costs (Million $)","Intermediate purchases costs (percent change)","Intermediate purchases cost share","Intermediate purchases cost share (percent change)","Intermediate purchases to hours ratio (2007=100)","Intermediate purchases to hours ratio (percent change)","Contribution of intermediate purchases intensity (2007=100)","Contribution of intermediate purchases intensity (percent change)","Output (2007=100)","Output (percent change)","Implicit output deflator (2007=100)","Implicit output deflator (percent change)","Value of production (Million $)","Value of production (percent change)","Unit labor costs (2007=100)","Unit labor costs (percent change)","Labor compensation (2007=100)","Labor compensation (percent change)","Hourly compensation (2007=100)","Hourly compensation (percent change)","Output per employee (2007=100)","Output per employee (percent change)","Employment (2007=100)","Employment (percent change)","Employment (thousands)","Employment (percent change)"
621512 - Diagnostic imaging centers,2020,,,,,,,,,,,,,,,96.905,-11.4,,,,,124.806,-11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.439,-7.1,81.000,-7.1
621610 - Home health care services,1987,,,,,,,,,,,,,,,19.399,,,,,,270.594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.187,,217.300,
621610 - Home health care services,1988,,,,,,,,,,,,,,,21.772,12.2,,,,,303.694,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.586,10.8,240.800,10.8
621610 - Home health care services,1989,,,,,,,,,,,,,,,23.529,8.1,,,,,328.202,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.578,12.2,270.100,12.2
621610 - Home health care services,1990,,,,,,,,,,,,,,,28.155,19.7,,,,,392.731,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.796,18.9,321.200,18.9
621610 - Home health care services,1991,,,,,,,,,,,,,,,33.291,18.2,,,,,464.374,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.054,16.0,372.700,16.0
621610 - Home health care services,1992,,,,,,,,,,,,,,,39.000,17.1,,,,,544.000,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.312,13.8,424.200,13.8
621610 - Home health care services,1993,,,,,,,,,,,,,,,46.115,18.2,,,,,643.253,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.562,16.7,495.200,16.7
621610 - Home health care services,1994,,,,,,,,,,,,,,,54.990,19.2,,,,,767.050,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.730,18.1,585.000,18.1
621610 - Home health care services,1995,,,,,,,,,,,,,,,62.879,14.3,,,,,877.088,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.266,12.6,658.800,12.6
621610 - Home health care services,1996,,,,,,,,,,,,,,,66.382,5.6,,,,,925.955,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.054,7.1,705.700,7.1
621610 - Home health care services,1997,,,,,,,,,,,,,,,71.433,7.6,,,,,996.415,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.679,5.0,741.200,5.0
621610 - Home health care services,1998,,,,,,,,,,,,,,,66.933,-6.3,,,,,933.641,-6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.043,-6.1,695.800,-6.1
621610 - Home health care services,1999,,,,,,,,,,,,,,,64.518,-3.6,,,,,899.946,-3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.103,-4.1,667.000,-4.1
621610 - Home health care services,2000,,,,,,,,,,,,,,,63.702,-1.3,,,,,888.568,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.317,-1.2,659.300,-1.2
621610 - Home health care services,2001,,,,,,,,,,,,,,,66.664,4.6,,,,,929.884,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.828,2.2,674.100,2.2
621610 - Home health care services,2002,,,,,,,,,,,,,,,74.454,11.7,,,,,1038.541,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.964,8.9,734.200,8.9
621610 - Home health care services,2003,,,,,,,,,,,,,,,83.119,11.6,,,,,1159.416,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.897,9.2,802.100,9.2
621610 - Home health care services,2004,,,,,,,,,,,,,,,86.022,3.5,,,,,1199.913,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.236,4.1,834.800,4.1
621610 - Home health care services,2005,,,,,,,,,,,,,,,90.280,4.9,,,,,1259.302,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.504,5.0,876.600,5.0
621610 - Home health care services,2006,,,,,,,,,,,,,,,96.097,6.4,,,,,1340.437,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.701,6.9,937.300,6.9
621610 - Home health care services,2007,,,,,,,,,,,,,,,100.000,4.1,,,,,1394.885,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.000,4.5,979.400,4.5
621610 - Home health care services,2008,,,,,,,,,,,,,,,108.263,8.3,,,,,1510.151,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.544,4.5,1023.900,4.5
621610 - Home health care services,2009,,,,,,,,,,,,,,,114.973,6.2,,,,,1603.742,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.354,6.5,1090.600,6.5
621610 - Home health care services,2010,,,,,,,,,,,,,,,120.994,5.2,,,,,1687.728,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.582,5.6,1151.600,5.6
621610 - Home health care services,2011,,,,,,,,,,,,,,,123.706,2.2,,,,,1725.558,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.789,4.4,1202.600,4.4
621610 - Home health care services,2012,,,,,,,,,,,,,,,131.530,6.3,,,,,1834.690,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.773,5.7,1271.000,5.7
621610 - Home health care services,2013,,,,,,,,,,,,,,,135.543,3.1,,,,,1890.676,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.817,3.9,1320.400,3.9
621610 - Home health care services,2014,,,,,,,,,,,,,,,135.202,-0.3,,,,,1885.908,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.768,2.2,1349.300,2.2
621610 - Home health care services,2015,,,,,,,,,,,,,,,139.328,3.1,,,,,1943.473,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.231,4.0,1402.800,4.0
621610 - Home health care services,2016,,,,,,,,,,,,,,,146.232,5.0,,,,,2039.770,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.898,4.7,1468.100,4.7
621610 - Home health care services,2017,,,,,,,,,,,,,,,152.471,4.3,,,,,2126.789,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.156,2.8,1509.800,2.8
621610 - Home health care services,2018,,,,,,,,,,,,,,,155.282,1.8,,,,,2166.012,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.220,3.3,1559.400,3.3
621610 - Home health care services,2019,,,,,,,,,,,,,,,155.263,0.0,,,,,2165.742,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.753,2.2,1594.000,2.2
621610 - Home health care services,2020,,,,,,,,,,,,,,,154.427,-0.5,,,,,2154.080,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.628,-1.9,1563.400,-1.9
622110 - General medical and surgical hospitals,1987,,,,,,,,,,,,,,,64.572,,,,,,4662.831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.865,,2931.100,
622110 - General medical and surgical hospitals,1988,,,,,,,,,,,,,,,67.127,4.0,,,,,4847.333,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.175,4.8,3072.000,4.8
622110 - General medical and surgical hospitals,1989,,,,,,,,,,,,,,,70.194,4.6,,,,,5068.804,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.380,4.4,3208.400,4.4
622110 - General medical and surgical hospitals,1990,,,,,,,,,,,,,,,72.943,3.9,,,,,5267.324,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.882,3.3,3314.900,3.3
622110 - General medical and surgical hospitals,1991,,,,,,,,,,,,,,,75.014,2.8,,,,,5416.850,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.074,2.8,3408.200,2.8
622110 - General medical and surgical hospitals,1992,,,,,,,,,,,,,,,77.146,2.8,,,,,5570.802,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.304,2.8,3503.100,2.8
622110 - General medical and surgical hospitals,1993,,,,,,,,,,,,,,,78.253,1.4,,,,,5650.716,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.957,0.8,3530.900,0.8
622110 - General medical and surgical hospitals,1994,,,,,,,,,,,,,,,78.236,0.0,,,,,5649.549,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.598,-0.4,3515.600,-0.4
622110 - General medical and surgical hospitals,1995,,,,,,,,,,,,,,,78.185,-0.1,,,,,5645.809,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.995,0.5,3532.500,0.5
622110 - General medical and surgical hospitals,1996,,,,,,,,,,,,,,,78.752,0.7,,,,,5686.768,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.941,1.1,3572.800,1.1
622110 - General medical and surgical hospitals,1997,,,,,,,,,,,,,,,80.595,2.3,,,,,5819.846,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.100,1.4,3622.100,1.4
622110 - General medical and surgical hospitals,1998,,,,,,,,,,,,,,,82.537,2.4,,,,,5960.095,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.801,2.0,3694.500,2.0
622110 - General medical and surgical hospitals,1999,,,,,,,,,,,,,,,82.850,0.4,,,,,5982.723,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.865,1.2,3739.800,1.2
622110 - General medical and surgical hospitals,2000,,,,,,,,,,,,,,,83.576,0.9,,,,,6035.114,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.229,0.4,3755.300,0.4
622110 - General medical and surgical hospitals,2001,,,,,,,,,,,,,,,86.032,2.9,,,,,6212.474,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.384,2.4,3847.000,2.4
622110 - General medical and surgical hospitals,2002,,,,,,,,,,,,,,,87.810,2.1,,,,,6340.834,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.557,2.4,3939.500,2.4
622110 - General medical and surgical hospitals,2003,,,,,,,,,,,,,,,91.392,4.1,,,,,6599.565,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.324,1.9,4014.700,1.9
622110 - General medical and surgical hospitals,2004,,,,,,,,,,,,,,,93.422,2.2,,,,,6746.094,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.217,0.9,4052.700,0.9
622110 - General medical and surgical hospitals,2005,,,,,,,,,,,,,,,96.078,2.8,,,,,6937.926,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.556,1.4,4109.700,1.4
622110 - General medical and surgical hospitals,2006,,,,,,,,,,,,,,,97.352,1.3,,,,,7029.915,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.120,1.6,4176.300,1.6
622110 - General medical and surgical hospitals,2007,,,,,,,,,,,,,,,100.000,2.7,,,,,7221.123,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.000,1.9,4256.300,1.9
622110 - General medical and surgical hospitals,2008,,,,,,,,,,,,,,,102.452,2.5,,,,,7398.196,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.225,2.2,4351.000,2.2
622110 - General medical and surgical hospitals,2009,,,,,,,,,,,,,,,101.248,-1.2,,,,,7311.271,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.899,0.7,4379.700,0.7
622110 - General medical and surgical hospitals,2010,,,,,,,,,,,,,,,100.574,-0.7,,,,,7262.544,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.826,-0.1,4376.600,-0.1
622110 - General medical and surgical hospitals,2011,,,,,,,,,,,,,,,102.033,1.5,,,,,7367.934,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.742,-0.1,4373.000,-0.1
622110 - General medical and surgical hospitals,2012,,,,,,,,,,,,,,,102.846,0.8,,,,,7426.619,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.041,1.3,4428.300,1.3
622110 - General medical and surgical hospitals,2013,,,,,,,,,,,,,,,103.056,0.2,,,,,7441.772,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.612,0.5,4452.600,0.5
622110 - General medical and surgical hospitals,2014,,,,,,,,,,,,,,,102.870,-0.2,,,,,7428.367,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.478,-0.1,4446.900,-0.1
622110 - General medical and surgical hospitals,2015,,,,,,,,,,,,,,,104.621,1.7,,,,,7554.799,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.918,1.4,4508.200,1.4
622110 - General medical and surgical hospitals,2016,,,,,,,,,,,,,,,107.306,2.6,,,,,7748.693,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.552,2.5,4620.300,2.5
622110 - General medical and surgical hospitals,2017,,,,,,,,,,,,,,,109.261,1.8,,,,,7889.905,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.035,1.4,4683.400,1.4
622110 - General medical and surgical hospitals,2018,,,,,,,,,,,,,,,110.780,1.4,,,,,7999.555,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.221,1.1,4733.900,1.1
622110 - General medical and surgical hospitals,2019,,,,,,,,,,,,,,,112.275,1.3,,,,,8107.505,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.323,1.0,4780.800,1.0
622110 - General medical and surgical hospitals,2020,,,,,,,,,,,,,,,110.422,-1.7,,,,,7973.732,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.346,-0.9,4739.200,-0.9
622210 - Psychiatric and substance abuse hospitals,1987,,,,,,,,,,,,,,,83.561,,,,,,138.896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.349,,87.000,
622210 - Psychiatric and substance abuse hospitals,1988,,,,,,,,,,,,,,,98.357,17.7,,,,,163.488,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.309,17.1,101.900,17.1
622210 - Psychiatric and substance abuse hospitals,1989,,,,,,,,,,,,,,,108.709,10.5,,,,,180.696,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.546,9.0,111.100,9.0
622210 - Psychiatric and substance abuse hospitals,1990,,,,,,,,,,,,,,,110.172,1.3,,,,,183.129,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.655,1.9,113.200,1.9
622210 - Psychiatric and substance abuse hospitals,1991,,,,,,,,,,,,,,,110.273,0.1,,,,,183.296,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.265,2.3,115.800,2.3
622210 - Psychiatric and substance abuse hospitals,1992,,,,,,,,,,,,,,,106.247,-3.7,,,,,176.605,-3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.751,-3.0,112.300,-3.0
622210 - Psychiatric and substance abuse hospitals,1993,,,,,,,,,,,,,,,103.234,-2.8,,,,,171.597,-2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.739,-2.7,109.300,-2.7
622210 - Psychiatric and substance abuse hospitals,1994,,,,,,,,,,,,,,,103.989,0.7,,,,,172.851,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.635,-1.0,108.200,-1.0
622210 - Psychiatric and substance abuse hospitals,1995,,,,,,,,,,,,,,,94.810,-8.8,,,,,157.593,-8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.209,-5.9,101.800,-5.9
622210 - Psychiatric and substance abuse hospitals,1996,,,,,,,,,,,,,,,89.722,-5.4,,,,,149.136,-5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.594,-3.5,98.200,-3.5
622210 - Psychiatric and substance abuse hospitals,1997,,,,,,,,,,,,,,,86.511,-3.6,,,,,143.799,-3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.779,-3.9,94.400,-3.9
622210 - Psychiatric and substance abuse hospitals,1998,,,,,,,,,,,,,,,83.546,-3.4,,,,,138.871,-3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.165,-3.8,90.800,-3.8
622210 - Psychiatric and substance abuse hospitals,1999,,,,,,,,,,,,,,,81.656,-2.3,,,,,135.729,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.253,-3.2,87.900,-3.2
622210 - Psychiatric and substance abuse hospitals,2000,,,,,,,,,,,,,,,81.532,-0.2,,,,,135.523,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.245,-2.3,85.900,-2.3
622210 - Psychiatric and substance abuse hospitals,2001,,,,,,,,,,,,,,,87.542,7.4,,,,,145.513,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.149,1.0,86.800,1.0
622210 - Psychiatric and substance abuse hospitals,2002,,,,,,,,,,,,,,,91.611,4.6,,,,,152.276,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.763,4.1,90.400,4.1
622210 - Psychiatric and substance abuse hospitals,2003,,,,,,,,,,,,,,,95.747,4.5,,,,,159.151,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.369,1.8,92.000,1.8
622210 - Psychiatric and substance abuse hospitals,2004,,,,,,,,,,,,,,,95.354,-0.4,,,,,158.498,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.369,0.0,92.000,0.0
622210 - Psychiatric and substance abuse hospitals,2005,,,,,,,,,,,,,,,95.500,0.2,,,,,158.741,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.876,1.6,93.500,1.6
622210 - Psychiatric and substance abuse hospitals,2006,,,,,,,,,,,,,,,99.509,4.2,,,,,165.404,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.896,5.3,98.500,5.3
622210 - Psychiatric and substance abuse hospitals,2007,,,,,,,,,,,,,,,100.000,0.5,,,,,166.220,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.000,1.1,99.600,1.1
622210 - Psychiatric and substance abuse hospitals,2008,,,,,,,,,,,,,,,101.490,1.5,,,,,168.698,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.912,2.9,102.500,2.9
622210 - Psychiatric and substance abuse hospitals,2009,,,,,,,,,,,,,,,103.575,2.1,,,,,172.162,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.120,2.1,104.700,2.1
622210 - Psychiatric and substance abuse hospitals,2010,,,,,,,,,,,,,,,106.375,2.7,,,,,176.817,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.438,4.1,109.000,4.1
622210 - Psychiatric and substance abuse hospitals,2011,,,,,,,,,,,,,,,114.770,7.9,,,,,190.770,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.281,9.9,119.800,9.9
622210 - Psychiatric and substance abuse hospitals,2012,,,,,,,,,,,,,,,115.618,0.7,,,,,192.180,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.189,1.6,121.700,1.6
622210 - Psychiatric and substance abuse hospitals,2013,,,,,,,,,,,,,,,117.493,1.6,,,,,195.297,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.888,-0.2,121.400,-0.2
622210 - Psychiatric and substance abuse hospitals,2014,,,,,,,,,,,,,,,123.557,5.2,,,,,205.377,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.008,4.2,126.500,4.2
622210 - Psychiatric and substance abuse hospitals,2015,,,,,,,,,,,,,,,131.902,6.8,,,,,219.247,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.755,9.2,138.200,9.2
622210 - Psychiatric and substance abuse hospitals,2016,,,,,,,,,,,,,,,131.433,-0.4,,,,,218.468,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.771,2.9,142.200,2.9
622210 - Psychiatric and substance abuse hospitals,2017,,,,,,,,,,,,,,,129.372,-1.6,,,,,215.042,-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.365,-1.0,140.800,-1.0
622210 - Psychiatric and substance abuse hospitals,2018,,,,,,,,,,,,,,,137.725,6.5,,,,,228.927,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.406,7.1,150.800,7.1
622210 - Psychiatric and substance abuse hospitals,2019,,,,,,,,,,,,,,,140.817,2.2,,,,,234.067,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.012,1.1,152.400,1.1
622210 - Psychiatric and substance abuse hospitals,2020,,,,,,,,,,,,,,,149.051,5.8,,,,,247.752,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.823,1.8,155.200,1.8
622310 - Specialty (except psychiatric and substance abuse) hospitals,1987,,,,,,,,,,,,,,,40.884,,,,,,117.486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.444,,77.600,
622310 - Specialty (except psychiatric and substance abuse) hospitals,1988,,,,,,,,,,,,,,,45.757,11.9,,,,,131.489,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.084,10.4,85.700,10.4
622310 - Specialty (except psychiatric and substance abuse) hospitals,1989,,,,,,,,,,,,,,,50.058,9.4,,,,,143.849,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.921,7.8,92.400,7.8
622310 - Specialty (except psychiatric and substance abuse) hospitals,1990,,,,,,,,,,,,,,,51.224,2.3,,,,,147.199,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.639,3.2,95.400,3.2
622310 - Specialty (except psychiatric and substance abuse) hospitals,1991,,,,,,,,,,,,,,,55.401,8.2,,,,,159.203,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.820,7.7,102.700,7.7
622310 - Specialty (except psychiatric and substance abuse) hospitals,1992,,,,,,,,,,,,,,,57.600,4.0,,,,,165.523,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.684,4.9,107.700,4.9
622310 - Specialty (except psychiatric and substance abuse) hospitals,1993,,,,,,,,,,,,,,,58.977,2.4,,,,,169.479,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.574,3.1,111.000,3.1
622310 - Specialty (except psychiatric and substance abuse) hospitals,1994,,,,,,,,,,,,,,,59.560,1.0,,,,,171.153,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.089,0.8,111.900,0.8
622310 - Specialty (except psychiatric and substance abuse) hospitals,1995,,,,,,,,,,,,,,,59.440,-0.2,,,,,170.810,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.433,0.5,112.500,0.5
622310 - Specialty (except psychiatric and substance abuse) hospitals,1996,,,,,,,,,,,,,,,60.369,1.6,,,,,173.481,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.292,1.3,114.000,1.3
622310 - Specialty (except psychiatric and substance abuse) hospitals,1997,,,,,,,,,,,,,,,62.369,3.3,,,,,179.227,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.182,2.9,117.300,2.9
622310 - Specialty (except psychiatric and substance abuse) hospitals,1998,,,,,,,,,,,,,,,62.919,0.9,,,,,180.808,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.671,2.2,119.900,2.2
622310 - Specialty (except psychiatric and substance abuse) hospitals,1999,,,,,,,,,,,,,,,63.720,1.3,,,,,183.108,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.645,1.4,121.600,1.4
622310 - Specialty (except psychiatric and substance abuse) hospitals,2000,,,,,,,,,,,,,,,65.584,2.9,,,,,188.464,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.790,1.6,123.600,1.6
622310 - Specialty (except psychiatric and substance abuse) hospitals,2001,,,,,,,,,,,,,,,70.104,6.9,,,,,201.455,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.601,6.8,132.000,6.8
622310 - Specialty (except psychiatric and substance abuse) hospitals,2002,,,,,,,,,,,,,,,73.367,4.7,,,,,210.832,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.126,6.0,139.900,6.0
622310 - Specialty (except psychiatric and substance abuse) hospitals,2003,,,,,,,,,,,,,,,79.432,8.3,,,,,228.261,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.937,6.0,148.300,6.0
622310 - Specialty (except psychiatric and substance abuse) hospitals,2004,,,,,,,,,,,,,,,81.475,2.6,,,,,234.130,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.426,1.8,150.900,1.8
622310 - Specialty (except psychiatric and substance abuse) hospitals,2005,,,,,,,,,,,,,,,86.666,6.4,,,,,249.049,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.633,3.7,156.500,3.7
622310 - Specialty (except psychiatric and substance abuse) hospitals,2006,,,,,,,,,,,,,,,95.377,10.1,,,,,274.079,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.414,4.2,163.100,4.2
622310 - Specialty (except psychiatric and substance abuse) hospitals,2007,,,,,,,,,,,,,,,100.000,4.8,,,,,287.365,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.000,7.1,174.600,7.1
